"Date":"Area.High":"Volume.High":"Area.Fluc":"Volume.Fluc":"Area.Low":"Volume.Low"
1990-10-01:"1,526":"947  ±  61":"662":"975 ± 26":"NA":"NA ± NA"
1991-07-29:"1,553":"819  ±  62":"715":"1,069 ± 29":"NA":"NA ± NA"
1991-10-01:"1,541":"836  ±  62":"524":"750 ± 21":"NA":"NA ± NA"
1991-10-31:"1,582":"879  ±  63":"456":"735 ± 18":"NA":"NA ± NA"
1992-09-23:"1,470":"766  ±  59":"670":"735 ± 27":"NA":"NA ± NA"
1993-04-07:"1,640":"872  ±  66":"434":"976 ± 17":"NA":"NA ± NA"
1993-10-15:"1,581":"785  ±  63":"380":"784 ± 15":"857":"544 ± 154"
1994-04-15:"1,664":"803  ±  67":"539":"783 ± 22":"1,230":"625 ± 221"
1994-11-26:"1,497":"720  ±  60":"421":"699 ± 17":"1,145":"479 ± 206"
1995-05-01:"1,532":"678  ±  61":"636":"752 ± 25":"1,227":"666 ± 221"
1996-02-24:"1,516":"678  ±  61":"675":"739 ± 27":"1,235":"578 ± 222"
1996-04-26:"1,812":"1766  ±  72":"398":"1,084 ± 16":"1,116":"639 ± 201"
1996-09-21:"1,674":"1412  ±  67":"492":"802 ± 20":"1,214":"545 ± 219"
1997-02-19:"1,606":"1342  ±  64":"704":"897 ± 28":"1,111":"689 ± 200"
1997-04-29:"1,715":"1274  ±  69":"634":"1,195 ± 25":"1,068":"839 ± 192"
1997-08-31:"1,676":"1184  ±  67":"624":"1,097 ± 25":"1,110":"469 ± 200"
1997-11-15:"1,592":"1164  ±  64":"493":"934 ± 20":"NA":"NA ± NA"
1998-04-22:"1,559":"1105  ±  62":"534":"740 ± 21":"1,185":"645 ± 213"
1999-05-12:"1,515":"937  ±  61":"686":"660 ± 27":"1,224":"407 ± 220"
2000-03-27:"1,492":"852  ±  60":"591":"544 ± 24":"1,336":"424 ± 240"
2000-06-13:"1,463":"767  ±  59":"636":"750 ± 25":"582":"319 ± 105"
2000-08-28:"1,475":"746  ±  59":"619":"710 ± 25":"512":"230 ± 92"
2000-09-17:"1,583":"782  ±  63":"649":"1,046 ± 26":"658":"490 ± 72"
2001-10-11:"1,426":"679  ±  57":"631":"496 ± 25":"NA":"NA ± NA"
2002-09-28:"1,328":"568  ±  53":"607":"404 ± 24":"NA":"NA ± NA"
2003-05-03:"1,256":"524  ±  50":"615":"325 ± 25":"NA":"NA ± NA"
2003-09-28:"1,219":"452  ±  49":"766":"301 ± 31":"NA":"NA ± NA"
2004-12-10:"1,754":"856  ±  70":"403":"952 ± 16":"NA":"NA ± NA"
2005-05-14:"1,489":"452  ±  60":"458":"583 ± 18":"NA":"NA ± NA"
2006-10-14:"1,253":"400  ±  50":"779":"315 ± 31":"NA":"NA ± NA"
2007-10-21:"1,169":"346  ±  47":"839":"212 ± 34":"NA":"NA ± NA"
2008-02-11:"1,122":"308  ±  45":"923":"206 ± 37":"NA":"NA ± NA"
2008-04-06:"1,583":"808  ±  63":"528":"658 ± 21":"NA":"NA ± NA"
2008-05-25:"1,481":"712  ±  59":"576":"566 ± 23":"NA":"NA ± NA"
2008-09-26:"1,452":"618  ±  58":"631":"449 ± 25":"NA":"NA ± NA"
2009-10-17:"1,224":"381  ±  49":"798":"259 ± 32":"NA":"NA ± NA"
2011-10-12:"1,100":"219  ±  44":"972":"588 ± 39":"NA":"NA ± NA"
2012-10-10:"1,010":"153  ±  40":"997":"234 ± 40":"NA":"NA ± NA"
2013-09-29:"1,333":"305  ±  53":"674":"447 ± 27":"NA":"NA ± NA"
2014-10-02:"1,419":"405  ±  57":"617":"475 ± 25":"NA":"NA ± NA"
2015-10-01:"1,507":"442  ±  60":"595":"512 ± 24":"NA":"NA ± NA"
2016-10-09:"1,418":"339  ±  57":"629":"411 ± 25":"NA":"NA ± NA"
