"Date":"Area.High":"Volume.High":"Area.Fluc":"Volume.Fluc":"Area.Low":"Volume.Low"
1990-09-28:"280":"151  ±  11":"2,229":"2,203 ± 89":"NA":"NA ± NA"
1991-07-26:"319":"202  ±  13":"2,388":"2,544 ± 96":"NA":"NA ± NA"
1991-11-23:"272":"167  ±  11":"1,668":"1,702 ± 67":"NA":"NA ± NA"
1992-10-15:"324":"213  ±  13":"2,963":"2,753 ± 119":"NA":"NA ± NA"
1993-04-01:"269":"174  ±  11":"2,806":"2,551 ± 112":"NA":"NA ± NA"
1993-11-17:"270":"153  ±  11":"1,973":"2,241 ± 79":"5,242":"20,395 ± 943"
1994-04-07:"265":"142  ±  11":"2,476":"2,326 ± 99":"4,604":"23,301 ± 829"
1994-10-21:"284":"164  ±  11":"2,210":"2,139 ± 88":"5,081":"20,769 ± 915"
1995-04-24:"276":"156  ±  11":"2,565":"2,359 ± 103":"4,736":"22,689 ± 852"
1995-06-23:"281":"147  ±  11":"2,503":"2,402 ± 100":"4,791":"21,425 ± 862"
1996-02-13:"281":"144  ±  11":"825":"1,223 ± 33":"6,466":"15,139 ± 1,164"
1996-04-16:"306":"162  ±  12":"845":"1,360 ± 34":"6,420":"6,736 ± 1,156"
1996-09-13:"309":"175  ±  12":"348":"763 ± 14":"6,905":"8,210 ± 1,243"
1997-02-14:"277":"180  ±  11":"396":"647 ± 16":"6,907":"9,188 ± 1,243"
1997-04-20:"236":"165  ±  9":"352":"519 ± 14":"7,003":"10,471 ± 1,261"
1997-08-24:"155":"72  ±  6":"349":"290 ± 14":"7,079":"12,703 ± 1,274"
1997-11-03:"144":"55  ±  6":"1,313":"1,167 ± 53":"6,124":"14,852 ± 1,102"
1997-11-06:"156":"63  ±  6":"707":"625 ± 28":"6,729":"13,016 ± 1,211"
1998-04-15:"160":"80  ±  6":"342":"297 ± 14":"7,015":"13,981 ± 1,263"
1999-05-06:"132":"38  ±  5":"1,056":"451 ± 42":"6,411":"17,611 ± 1,154"
2000-03-18:"128":"41  ±  5":"2,093":"2,047 ± 84":"5,371":"20,822 ± 967"
2000-06-02:"137":"42  ±  5":"759":"576 ± 30":"NA":"NA ± NA"
2000-08-19:"139":"41  ±  6":"750":"553 ± 30":"6,713":"12,459 ± 1,208"
2000-09-09:"141":"38  ±  6":"808":"574 ± 32":"6,651":"12,259 ± 732"
2001-10-05:"139":"39  ±  6":"1,070":"844 ± 43":"NA":"NA ± NA"
2002-04-27:"143":"45  ±  6":"895":"663 ± 36":"6,462":"15,831 ± 711"
2002-09-20:"148":"55  ±  6":"791":"514 ± 32":"NA":"NA ± NA"
2003-04-25:"140":"39  ±  6":"701":"438 ± 28":"NA":"NA ± NA"
2003-09-20:"128":"25  ±  5":"680":"420 ± 27":"NA":"NA ± NA"
2004-06-01:"131":"29  ±  5":"1,334":"896 ± 53":"6,136":"19,570 ± 675"
2004-11-13:"129":"26  ±  5":"2,012":"1,091 ± 80":"5,338":"22,931 ± 587"
2004-12-02:"262":"66  ±  10":"1,360":"1,635 ± 54":"5,980":"15,261 ± 658"
2005-05-07:"180":"62  ±  7":"2,143":"2,088 ± 86":"NA":"NA ± NA"
2006-10-07:"173":"57  ±  7":"1,550":"1,276 ± 62":"NA":"NA ± NA"
2007-10-13:"160":"49  ±  6":"2,611":"1,967 ± 104":"NA":"NA ± NA"
2008-02-02:"162":"50  ±  6":"2,257":"1,738 ± 90":"5,106":"24,295 ± 562"
2008-03-28:"169":"53  ±  7":"718":"616 ± 29":"6,688":"10,646 ± 736"
2008-05-17:"165":"54  ±  7":"576":"482 ± 23":"NA":"NA ± NA"
2008-10-11:"161":"53  ±  6":"575":"407 ± 23":"NA":"NA ± NA"
2009-10-10:"162":"57  ±  6":"1,057":"515 ± 42":"NA":"NA ± NA"
2011-10-05:"159":"48  ±  6":"164":"192 ± 7":"NA":"NA ± NA"
2012-10-03:"150":"46  ±  6":"811":"324 ± 32":"NA":"NA ± NA"
2013-09-21:"116":"29  ±  5":"1,406":"564 ± 56":"NA":"NA ± NA"
2014-09-24:"121":"29  ±  5":"1,276":"1,036 ± 51":"NA":"NA ± NA"
2015-09-23:"134":"32  ±  5":"1,272":"1,051 ± 51":"NA":"NA ± NA"
